key,display_code,edition_year,title,status,category,subcategory,compliance_mandatory,verification_level,flags,has_full_text,confidence_tier
IS 2386 (Part 4),IS 2386 (Part 4):1963,1963,Methods of Test for Aggregates for Concrete - Mechanical Properties,ACTIVE,Civil & Construction,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 2403,IS 2403,,"Short-pitch Transmission Precision Roller And Bush Chains,attachments And Associated Chain Sprockets",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2404,IS 2404,,Malt Extract,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2412,IS 2412:1975,1975,LINK CLIPS FOR ELECTRICAL WIRING,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2414,IS 2414,,Cycle And Rickshaw Pneumatic Tyres,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2415,IS 2415,,Cycles - Rubber Tubes,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2418 (Part 2),IS 2418 (Part 2),,Tubular Fluorescent Lamps For General Lighting Service - Part Ii : Performance Requirements,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2465,IS 2465,,Cables For Motor Vehicles,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2470 (Part 1),IS 2470 (Part 1):1985,1985,Code of Practice for Design and Construction of Septic Tanks - Part 1: Small Installations,ACTIVE,Mechanical,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 2470 (Part 2),IS 2470 (Part 2):1985,1985,Code of Practice for Design and Construction of Septic Tanks - Part 2: Large Installations,ACTIVE,Mechanical,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 2491,IS 2491:1998,1998,Food Hygiene - General Principles - Code of Practice,ACTIVE,Food & Agriculture,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 2494 (Part 1),IS 2494 (Part 1),,V-belts - Endless V-belts For Industrial Purposes - Part 1 : General Purpose,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2501,IS 2501:1995,1995,SOLID DRAWN COPPER TUBES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2508,IS 2508:1984,1984,Polyethylene Films And Sheets - Specification,ACTIVE,"Plastics, Chemicals & Rubber",,,verified_multi_source,certification_status_unknown,True,multi_source
IS 2525,IS 2525:1982,1982,DIMENSION FOR WROUGHT ALUMINIUM AND,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2544,IS 2544:1973,1973,Porcelain Post Insulators for Systems with Nominal Voltages Greater than 1000 V,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 2546,IS 2546,,Specification For Galvanized Mild Steel Fire Bucket,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2547 (Part 1),IS 2547 (Part 1):1976,1976,Gypsum Building Plaster: Part 1 Excluding Premixed Lightweight Plaster,ACTIVE,General Engineering & Consumer Goods,,,verified_multi_source,certification_status_unknown,True,multi_source
IS 2547 (Part 2),IS 2547 (Part 2):1976,1976,GYPSUM BUILDING PLASTER,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2548 (Part 1),IS 2548 (Part 1):1996,1996,PLASTIC SEATS AND COVERS FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2548 (Part 2),IS 2548 (Part 2):1996,1996,Plastic Seats And Covers For Water-closets: Part 2 Thermo Plastic Seats And Covers,ACTIVE,"Plastics, Chemicals & Rubber",,,verified_multi_source,certification_status_unknown,True,multi_source
IS 2551,IS 2551:1982,1982,Danger Notice Plates,ACTIVE,Electrical,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 2552,IS 2552,,Steel Drums (galvanized And Ungalvanized),ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2553 (Part 1),IS 2553 (Part 1),,"Safety Glass Part 1 Architectural, Building And General Uses",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2553 (Part 2),IS 2553 (Part 2):2019,2019,Safety Glass - Part 2 : For Road Transport,ACTIVE,Automotive & Transport,Automotive Safety Glass,True,single_source_unconfirmed,no_full_text,False,single_source
IS 2556 (Part 1),IS 2556 (Part 1):1994,1994,VITREOUS SANITARY APPLIANCES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2556 (Part 14),IS 2556 (Part 14):1994,1994,VITREOUS  SANITARY APPLIANCES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2556 (Part 2),IS 2556 (Part 2):1994,1994,VITREOUS SANITARY APPLIANCES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2556 (Part 3),IS 2556 (Part 3),,Vitreous Sanitary Appliances (vitreous China) - - Part 3: Specific Requirements Of Squatting Pans,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2556 (Part 4),IS 2556 (Part 4):1994,1994,VITREOUS SANITARY  APLLIANCES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2556 (Part 5),IS 2556 (Part 5),,Vitreous Sanitary Appliances (vitreous China): Part 5 Specific Requirements Of Laboratory Sinks,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2556 (Part 9),IS 2556 (Part 9):1994,1994,VITREOUS  SANITARY APPLIANCES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2557,IS 2557,,Annatto Colour For Food Products,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2566,IS 2566,,Textiles - B-twill Jute Bags For Packing Foodgrains,ACTIVE,Civil & Construction Materials,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2567,IS 2567,,Specification For Malathion Emulsifiable Concentrates,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2568,IS 2568,,Specification For Malathion Dusting Powders,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2569,IS 2569,,Specificaion For Malathion Water Dispersible Powder Concentrates,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2573,IS 2573,,Leather Gauntlets And Mittens,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2581,IS 2581,,Round Strand Galvanized Steel Wire Ropes For Shipping Purposes,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2585,IS 2585:1968,1968,BLACK SQUARE BOLTS AND NUTS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2641,IS 2641,,Electrical Welding Accessories,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2645,IS 2645:2003,2003,Integral Waterproofing Compounds For Cement Mortar And Concrete -specification,ACTIVE,Civil & Construction Materials,,True,verified_multi_source,,True,multi_source
IS 2653,IS 2653:2015,2015,Safety Matches In Boxes,ACTIVE,Chemicals & Consumer Safety,Match Boxes,,single_source_unconfirmed,no_full_text|certification_status_unknown,False,single_source
IS 2676,IS 2676:1981,1981,DIMENSIONS FOR WROUGHT ALUMINIUM AND,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2677,IS 2677:1979,1979,DIMENSIONS FOR  WROUGHT ALUMINIUM AND,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2678,IS 2678:1987,1987,DIMENSIONS AND  TOLERANCE FOR WROUGHT,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2681,IS 2681:1993,1993,Non-ferrous Metal Sliding Door Bolts (aldrops) For With Padlocks -specification,ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 2686,IS 2686:1977,1977,CINDER AS FINE AGGREGATES FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2687,IS 2687:1991,1991,CAP NUTS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2690 (Part 1),IS 2690 (Part 1):1993,1993,BURNT CLAY–FLAT TERRACING TILES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2690 (Part 2),IS 2690 (Part 2):1992,1992,BURNT CLAY FLAT TERRACING TILES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2691,IS 2691:1988,1988,BURNT CLAY FACING BRICKS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2692,IS 2692:2015,2015,Ferrules For Water Services,ACTIVE,Civil & Construction Materials,Cement & Concrete,True,needs_review,full_text_edition_older_than_current_edition|source_conflict_present,True,multi_source
IS 2705 (Part 1),IS 2705 (Part 1):1992,1992,Current Transformers - General Requirements,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 2705 (Part 2),IS 2705 (Part 2):1992,1992,Current Transformers - Measuring Current Transformers,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 2713,IS 2713:1980,1980,Tubular Steel Poles for Overhead Power Lines,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 2720 (Part 16),IS 2720 (Part 16):1979,1979,Methods of Test for Soils - Laboratory Determination of CBR,ACTIVE,Civil & Construction,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 2720 (Part 2),IS 2720 (Part 2):1973,1973,Methods of Test for Soils - Determination of Water Content,ACTIVE,Civil & Construction,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 2720 (Part 5),IS 2720 (Part 5):1985,1985,Methods of Test for Soils - Determination of Liquid and Plastic Limit,ACTIVE,Civil & Construction,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 2721,IS 2721:1979,1979,Galvanized Steel Chain Link Fence Fabric,ACTIVE,Steel & Metallurgy,,True,verified_multi_source,,True,multi_source
IS 2730,IS 2730,,Magnesium Sulphate (epsom Salt),ACTIVE,"Plastics, Chemicals & Rubber",,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2771 (Part 1),IS 2771 (Part 1):1990,1990,Corrugated Fibreboard Boxes,ACTIVE,Packaging & Containers,Fibreboard Packaging,,single_source_unconfirmed,no_full_text|certification_status_unknown,False,single_source
IS 2785,IS 2785,,"Natural Cheese (hard Variety), Processed Cheese, Processed Cheese Spread And Soft Cheese",ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2791,IS 2791,,Soluble Coffee Powder,ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2796,IS 2796:2017,2017,Motor Gasoline (Petrol) - Specification,ACTIVE,Mechanical,,True,single_source_unconfirmed,no_full_text,False,single_source
IS 2802,IS 2802,,Ice-cream,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2830,IS 2830,,"Carbon Steel Cast Billet Ingots,billets,blooms And Slabs For Re-rolling Into Steel For General Structural Purposes - Specification",ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2831,IS 2831,,"Carbon Steel Cast Billet Ingots, Billets, Blooms And Slabs For Re-rolling Into Structural Steel (ordinary Quality)-",ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2835,IS 2835:1987,1987,FLAT TRANSPARENT SHEET GLASS,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2849,IS 2849:1983,1983,NON-LOAD BEARING GYPSUM PARTITION,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2871,IS 2871,,"Branch Pipe, Universal For Fire Fighting Purpose- Specification",ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2879,IS 2879,,Mild Steel For Metal Arc Welding Electrodes,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2888,IS 2888,,Toilet Soap,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2907,IS 2907:1998,1998,NON-FERROUS RIVETS (1.6 TO 10 mm),ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2923,IS 2923,,"Carmoisine, Food Grade",ACTIVE,Food & Agriculture,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2925,IS 2925:1984,1984,Specification for Industrial Safety Helmets,ACTIVE,Safety & PPE,,,needs_review,no_full_text|source_conflict_present|certification_status_disputed_across_sources|certification_status_unknown|amendment_or_verification_data_self_asserted_not_network_verified,False,multi_source
IS 2932,IS 2932,,"Enamel, Synthetic, Exterior : (a) Undercoating (b) Finishing",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2932 (Part 1),IS 2932 (Part 1),,"Enamel, Synthetic, Exterior : (a) Undercoating (b) Finishing - Specification : Part 1 For Domestic And Decorative Applications",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2933,IS 2933,,"Enamel Exterior (a) Undercoating, (b) Finishing",ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 2963,IS 2963:1979,1979,COPPER ALLOY WASTE FITTINGS FOR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 2993,IS 2993,,A.c. Motor Capacitors,ACTIVE,Electrical & Electronics,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 2998,IS 2998:1982,1982,COLD FORGED STEEL RIVETS FOR COLD,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 3004,IS 3004:1979,1979,PLUG COCKS FOR WATER SUPPLY PURPOSES,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 3006,IS 3006:1979,1979,CHEMICALLY  RESISTANT GLAZED STONEWARE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 3024,IS 3024,,Grain Oriented Electrical Steel Sheets And Strips,ACTIVE,Steel & Metallurgy,,True,single_source_unconfirmed,no_scope_or_description|no_full_text,False,single_source
IS 3025 (Part 1),IS 3025 (Part 1):1987,1987,Methods of Sampling and Test (Physical and Chemical) for Water and Wastewater,ACTIVE,Water & Environment - Testing,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 3025 (Part 1 to 60),IS 3025 (Part 1 to 60):2019,2019,Methods of Sampling and Test (Physical and Chemical) for Water and Wastewater,ACTIVE,Food & Agriculture,,False,single_source_unconfirmed,no_full_text,False,single_source
IS 3037,IS 3037:1986,1986,BITUMEN MASTIC FOR USE IN,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 3043,IS 3043:2018,2018,Code of Practice for Earthing,ACTIVE,Electrical - Safety,,False,verified_multi_source,no_full_text,False,multi_source
IS 3062,IS 3062,,Crop Protection Equipment - Rocker Sprayer,ACTIVE,General Engineering & Consumer Goods,,,single_source_unconfirmed,no_scope_or_description|no_full_text|certification_status_unknown,False,single_source
IS 3063,IS 3063:1994,1994,FASTENERS-SINGLE COIL RECTANGULAR,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 3068,IS 3068:1986,1986,BROKEN BRICK (BURNT CLAY) COARSE,ACTIVE,,,,single_source_unconfirmed,certification_status_unknown,True,single_source
IS 3070 (Part 3),IS 3070 (Part 3):1993,1993,Lightning Arresters for Alternating Current Systems - Metal Oxide Surge Arresters without Gaps,ACTIVE,Electrical,,True,single_source_unconfirmed,no_full_text,False,single_source
